treatment_order,city_key,grid_id,station_event_id,station_name,wgs84_lon,wgs84_lat,opening_date,opening_month,competing_event_ids,post_treatment_censor_year
1126,chengdu,g00138x00230,chengdu_station_bbf095a8214c,磨子桥站,104.07337,30.63996,2016-07-31,2016-07,,
1127,chengdu,g00141x00231,chengdu_station_406da10984db,春熙路站,104.07707,30.65584,2016-07-31,2016-07,,
1128,chengdu,g00149x00234,chengdu_station_2a17e32678ee,李家沱(地铁站),104.091986,30.691777,2016-07-31,2016-07,,
1129,chengdu,g00151x00233,chengdu_station_facee3624cec,驷马桥(地铁站),104.0907873,30.6978834,2016-07-31,2016-07,,
1130,chengdu,g00152x00234,chengdu_station_0de029acc924,昭觉寺南路(地铁站),104.0942776,30.7052995,2016-07-31,2016-07,,
1131,chengdu,g00155x00235,chengdu_station_53deb23a5176,动物园(地铁站),104.1005972,30.7160208,2016-07-31,2016-07,,
1132,chengdu,g00157x00236,chengdu_station_35f5cc121a0a,熊猫大道站,104.10556,30.72806,2016-07-31,2016-07,,
1133,chengdu,g00162x00237,chengdu_station_20f33fe50d4d,军区总医院站,104.1116,30.74701,2016-07-31,2016-07,,
1134,tianjin,g00136x00098,tianjin_station_f973fd1b3ed2,南翠屏(地铁站),117.152267,39.0788848,2016-08-06,2016-08,,
1135,tianjin,g00137x00097,tianjin_station_df58f49d9e5d,迎风道(地铁站),117.1430785,39.085054,2016-08-06,2016-08,,
1136,tianjin,g00138x00096,tianjin_station_a797ab609365,红旗南路(地铁站),117.1417565,39.0916517,2016-08-06,2016-08,,
1137,tianjin,g00142x00097,tianjin_station_fb1e2197bc6b,天拖(地铁站),117.1430455,39.1081108,2016-08-06,2016-08,,
1138,tianjin,g00146x00097,tianjin_station_c015b82e87d9,宜宾道(地铁站),117.1430623,39.1252834,2016-08-06,2016-08,,
1139,tianjin,g00148x00097,tianjin_station_872462458533,长虹公园(地铁站),117.1430479,39.1366755,2016-08-06,2016-08,,
1140,zhengzhou,g00113x00194,zhengzhou_station_06e811020288,南四环站,113.6757,34.6637,2016-08-19,2016-08,,
1141,zhengzhou,g00117x00194,zhengzhou_station_84e3fa63f7a6,站马屯(地铁站),113.6763196,34.6854732,2016-08-19,2016-08,,
1142,zhengzhou,g00121x00194,zhengzhou_station_f181e9470b62,南三环(地铁站),113.6761973,34.6999798,2016-08-19,2016-08,,
1143,zhengzhou,g00122x00194,zhengzhou_station_b8b332722a6d,花寨(地铁站),113.6761097,34.7071002,2016-08-19,2016-08,,
1144,zhengzhou,g00125x00194,zhengzhou_station_b1902735c4e1,南五里堡(地铁站),113.6750519,34.7214334,2016-08-19,2016-08,,
1145,zhengzhou,g00127x00194,zhengzhou_station_02a1ff591c2b,二里岗(地铁站),113.6759186,34.7300075,2016-08-19,2016-08,,
1146,zhengzhou,g00129x00194,zhengzhou_station_87b559ea8627,陇海东路(地铁站),113.6759745,34.7393032,2016-08-19,2016-08,,
1147,zhengzhou,g00132x00194,zhengzhou_station_7b63d0db1ea7,东大街站,113.6759,34.7497,2016-08-19,2016-08,,
1148,zhengzhou,g00137x00193,zhengzhou_station_ef495f0d7252,黄河路(地铁站),113.6759098,34.7749696,2016-08-19,2016-08,,
1149,zhengzhou,g00141x00193,zhengzhou_station_0d0f6e69566e,关虎屯(地铁站),113.6755498,34.7901836,2016-08-19,2016-08,,
1150,zhengzhou,g00142x00193,zhengzhou_station_44eba3160dd8,东风路(地铁站),113.6755182,34.7968898,2016-08-19,2016-08,,
1151,zhengzhou,g00144x00193,zhengzhou_station_78e0a073dffc,北三环(地铁站),113.6753805,34.8059995,2016-08-19,2016-08,,
1152,zhengzhou,g00147x00193,zhengzhou_station_1a36b06bc285,沙门(地铁站),113.6755706,34.820458,2016-08-19,2016-08,,
1153,zhengzhou,g00149x00193,zhengzhou_station_fb7fb017861c,柳林(地铁站),113.6751444,34.8294353,2016-08-19,2016-08,,
1154,zhengzhou,g00153x00192,zhengzhou_station_5b746a283374,刘庄(地铁站),113.6728417,34.8447714,2016-08-19,2016-08,,
1155,suzhou,g00124x00165,suzhou_station_60758bcea125,尹中路(地铁站),120.6598259,31.2519036,2016-09-24,2016-09,,
1156,suzhou,g00124x00169,suzhou_station_d1765cea175a,郭苑路(地铁站),120.6801969,31.2504464,2016-09-24,2016-09,,
1157,suzhou,g00124x00171,suzhou_station_a3d978afa09e,尹山湖(地铁站),120.6930649,31.2501697,2016-09-24,2016-09,,
1158,suzhou,g00124x00173,suzhou_station_e7a2ae5e798e,独墅湖南(地铁站),120.7001425,31.2501184,2016-09-24,2016-09,,
1159,suzhou,g00125x00176,suzhou_station_93bf18e4b868,独墅湖邻里中心(地铁站),120.7184705,31.2553468,2016-09-24,2016-09,,
1160,suzhou,g00126x00177,suzhou_station_e502524ea218,月亮湾(地铁站),120.7226048,31.262139,2016-09-24,2016-09,,
1161,suzhou,g00128x00183,suzhou_station_e4ce5eb6d830,金谷路(地铁站),120.7526037,31.2715295,2016-09-24,2016-09,,
1162,suzhou,g00164x00163,suzhou_station_db0aeaedc020,富翔路(地铁站),120.6469913,31.4321437,2016-09-24,2016-09,,
1163,shenzhen,g00173x00097,shenzhen_station_a8496ad49c99,沙尾(地铁站),114.037489,22.5235477,2016-10-28,2016-10,,
1164,shenzhen,g00173x00103,shenzhen_station_3933002728ae,皇岗口岸(地铁站),114.0688464,22.5244944,2016-10-28,2016-10,,
1165,shenzhen,g00174x00084,shenzhen_station_4ce6ba6c127d,深湾(地铁站),113.9736793,22.5260099,2016-10-28,2016-10,,
1166,shenzhen,g00174x00087,shenzhen_station_199dd380809a,深圳湾公园(地铁站),113.988138,22.5244803,2016-10-28,2016-10,,
1167,shenzhen,g00174x00101,shenzhen_station_db2724cff49b,皇岗村(地铁站),114.0547081,22.525853,2016-10-28,2016-10,,
1168,shenzhen,g00175x00093,shenzhen_station_5c9f19438f80,下沙(地铁站),114.0191081,22.5317908,2016-10-28,2016-10,,
1169,shenzhen,g00175x00105,shenzhen_station_b8493afb695a,赤尾(地铁站),114.0784697,22.5340606,2016-10-28,2016-10,,
1170,shenzhen,g00176x00111,shenzhen_station_fbf9ac305b90,鹿丹村(地铁站),114.1035119,22.538392,2016-10-28,2016-10,,
1171,shenzhen,g00176x00113,shenzhen_station_bfe96573b4ee,人民南(地铁站),114.1130542,22.5382041,2016-10-28,2016-10,,
1172,shenzhen,g00177x00106,shenzhen_station_a2c09ae264b7,华强南(地铁站),114.0816967,22.5398984,2016-10-28,2016-10,,
1173,shenzhen,g00177x00110,shenzhen_station_0b0055b149b3,红岭南(地铁站),114.101145,22.5411729,2016-10-28,2016-10,,
1174,shenzhen,g00177x00114,shenzhen_station_7c4f965f1fe1,向西村(地铁站),114.1206801,22.5424891,2016-10-28,2016-10,,
1175,shenzhen,g00178x00092,shenzhen_station_992e45002ddd,农林(地铁站),114.0130954,22.5432243,2016-10-28,2016-10,,
1176,shenzhen,g00179x00097,shenzhen_station_07ea0650df59,香梅(地铁站),114.0345388,22.5482464,2016-10-28,2016-10,,
1177,shenzhen,g00181x00106,shenzhen_station_e09574de9e25,黄木岗(地铁站),114.0814514,22.5584742,2016-10-28,2016-10,,
1178,shenzhen,g00181x00110,shenzhen_station_730f1cb551a8,园岭(地铁站),114.099375,22.5588031,2016-10-28,2016-10,,
1179,shenzhen,g00182x00085,shenzhen_station_dfd220517542,桃源村(地铁站),113.977011,22.5628198,2016-10-28,2016-10,,
1180,shenzhen,g00182x00096,shenzhen_station_802918228909,梅景(地铁站),114.03285,22.5637862,2016-10-28,2016-10,,
1181,shenzhen,g00182x00108,shenzhen_station_99942e84bb31,八卦岭(地铁站),114.0895219,22.5646209,2016-10-28,2016-10,,
1182,shenzhen,g00182x00110,shenzhen_station_a165a63c0e8f,红岭北(地铁站),114.0994667,22.5647356,2016-10-28,2016-10,,
1183,shenzhen,g00183x00083,shenzhen_station_556c9db86dbf,龙井(地铁站),113.9697527,22.5669501,2016-10-28,2016-10,,
1184,shenzhen,g00183x00097,shenzhen_station_889597335b80,下梅林(地铁站),114.0366766,22.5684206,2016-10-28,2016-10,,
1185,shenzhen,g00183x00107,shenzhen_station_2db55bf3b9cd,银湖(地铁站),114.0847214,22.5709886,2016-10-28,2016-10,,
1186,shenzhen,g00183x00109,shenzhen_station_55ae03d112b0,泥岗(地铁站),114.0925084,22.5704831,2016-10-28,2016-10,,
1187,shenzhen,g00183x00114,shenzhen_station_233e02368124,洪湖(地铁站),114.1173704,22.5687476,2016-10-28,2016-10,,
1188,shenzhen,g00184x00099,shenzhen_station_dc03f63c3af7,梅村(地铁站),114.0473144,22.5711683,2016-10-28,2016-10,,
1189,shenzhen,g00185x00079,shenzhen_station_47d7271f1cc0,茶光(地铁站),113.9494164,22.5771283,2016-10-28,2016-10,,
1190,shenzhen,g00190x00082,shenzhen_station_beaacad4cb18,西丽湖(地铁站),113.9607312,22.5965278,2016-10-28,2016-10,,
1191,xian,g00130x00258,xian_station_f461983e3487,吉祥村(地铁站),108.9286682,34.2242688,2016-11-08,2016-11,,
1192,xian,g00130x00264,xian_station_f7615c5c7a7d,大雁塔(地铁站),108.9592757,34.2249702,2016-11-08,2016-11,,
1193,xian,g00130x00266,xian_station_16f597c483fc,北池头(地铁站),108.9724724,34.2253475,2016-11-08,2016-11,,
1194,xian,g00131x00255,xian_station_c82af6212002,太白南路(地铁站),108.9120492,34.2272851,2016-11-08,2016-11,,
1195,xian,g00131x00269,xian_station_554957e501f2,青龙寺(地铁站),108.9890839,34.2322898,2016-11-08,2016-11,,
1196,xian,g00132x00253,xian_station_e6e12c98f9e8,科技路(地铁站),108.8996252,34.2328949,2016-11-08,2016-11,,
1197,xian,g00133x00247,xian_station_c77925ae0b68,丈八北路(地铁站),108.8686267,34.2389953,2016-11-08,2016-11,,
1198,xian,g00133x00250,xian_station_3b6e81cff6f3,延平门(地铁站),108.8826319,34.2388264,2016-11-08,2016-11,,
1199,xian,g00134x00243,xian_station_18a9856abc4a,鱼化寨(地铁站),108.8436385,34.2395768,2016-11-08,2016-11,,
1200,xian,g00134x00270,xian_station_63c328c5ea0d,延兴门（沙坡）站,108.99203,34.24579,2016-11-08,2016-11,,
1201,xian,g00136x00270,xian_station_5548dac70d23,咸宁路(地铁站),108.9918851,34.2525746,2016-11-08,2016-11,,
1202,xian,g00138x00270,xian_station_74fd2a9ad251,长乐公园(地铁站),108.9912859,34.2621057,2016-11-08,2016-11,,
1203,xian,g00142x00270,xian_station_4021690336e5,胡家庙(地铁站),108.9907488,34.2792304,2016-11-08,2016-11,,
1204,xian,g00145x00270,xian_station_3f60acf3ecd1,石家街(地铁站),108.9907666,34.2923308,2016-11-08,2016-11,,
1205,xian,g00148x00270,xian_station_37269d65f5fb,辛家庙(地铁站),108.9907256,34.3063767,2016-11-08,2016-11,,
1206,xian,g00149x00273,xian_station_802c101eae4c,广泰门(地铁站),109.0082885,34.3122148,2016-11-08,2016-11,,
1207,xian,g00149x00277,xian_station_9fe561e50fca,桃花潭(地铁站),109.0281749,34.3124956,2016-11-08,2016-11,,
1208,xian,g00150x00279,xian_station_e107784d94a4,浐灞中心(地铁站),109.041168,34.3182576,2016-11-08,2016-11,,
1209,xian,g00153x00281,xian_station_62dbe7a39b7b,香湖湾(黄邓)(地铁站),109.0471817,34.3314278,2016-11-08,2016-11,,
1210,xian,g00157x00280,xian_station_804b855fe780,务庄(地铁站),109.0423895,34.3465334,2016-11-08,2016-11,,
1211,xian,g00160x00278,xian_station_75abac9fac8f,国际港务区站,109.03418,34.36239,2016-11-08,2016-11,,
1212,xian,g00163x00279,xian_station_ff6ef8a73703,双寨(地铁站),109.0360986,34.3736657,2016-11-08,2016-11,,
1213,xian,g00165x00279,xian_station_c60b5cd208a4,新筑(地铁站),109.0377589,34.3843361,2016-11-08,2016-11,,
1214,xian,g00168x00279,xian_station_a9e87193caed,保税区(地铁站),109.0390214,34.3968383,2016-11-08,2016-11,,
1215,qingdao,g00148x00178,qingdao_station_672c3f31c529,太平角公园(地铁站),120.3548361,36.0536029,2016-12-18,2016-12,,
1216,qingdao,g00149x00172,qingdao_station_81228177144f,人民会堂(地铁站),120.3245114,36.0596775,2016-12-18,2016-12,,
1217,qingdao,g00149x00175,qingdao_station_e7d02b4d000f,汇泉广场(地铁站),120.3382101,36.0594587,2016-12-18,2016-12,,
1218,qingdao,g00149x00176,qingdao_station_9cc7a96f5bf1,中山公园(地铁站),120.3466286,36.0581931,2016-12-18,2016-12,,
1219,qingdao,g00149x00180,qingdao_station_4a57858fb3fe,延安三路(地铁站),120.3686396,36.0604738,2016-12-18,2016-12,,
1220,qingdao,g00150x00170,qingdao_station_7f26d2081390,青岛站(地铁站),120.3094994,36.064033,2016-12-18,2016-12,,
1221,qingdao,g00150x00181,qingdao_station_26169355cf34,五四广场站,120.3754167,36.0646111,2016-12-18,2016-12,,
1222,qingdao,g00152x00183,qingdao_station_934e08142f00,江西路(地铁站),120.3831358,36.0733533,2016-12-18,2016-12,,
1223,qingdao,g00155x00182,qingdao_station_ad0b00331ef2,敦化路(地铁站),120.3802128,36.0886357,2016-12-18,2016-12,,
1224,qingdao,g00157x00183,qingdao_station_da64312981a2,错埠岭(地铁站),120.3802441,36.0953191,2016-12-18,2016-12,,
1225,qingdao,g00159x00183,qingdao_station_3470d485a5d3,清江路(地铁站),120.3822005,36.1065203,2016-12-18,2016-12,,
1226,hefei,g00186x00137,hefei_station_00f388cfe5ce,万年埠(地铁站),117.2965573,31.7003803,2016-12-26,2016-12,,
1227,hefei,g00188x00137,hefei_station_0192e1737d05,万达城(地铁站),117.2966315,31.7078098,2016-12-26,2016-12,,
1228,hefei,g00189x00137,hefei_station_28156bae5f6b,云谷路(地铁站),117.2966677,31.7151394,2016-12-26,2016-12,,
1229,hefei,g00191x00137,hefei_station_9670133ca1b1,金斗公园(地铁站),117.2970818,31.7249817,2016-12-26,2016-12,,
1230,hefei,g00193x00137,hefei_station_f175ba9c8e0f,塘西河公园(地铁站),117.2970521,31.7334536,2016-12-26,2016-12,,
1231,hefei,g00195x00137,hefei_station_06b60f37372e,紫庐(地铁站),117.2970772,31.7426926,2016-12-26,2016-12,,
1232,hefei,g00198x00137,hefei_station_15c688d0b640,滨湖会展中心(地铁站),117.2971148,31.7565883,2016-12-26,2016-12,,
1233,hefei,g00203x00135,hefei_station_a59c23c4f905,高王(地铁站),117.2858913,31.7751083,2016-12-26,2016-12,,
1234,hefei,g00205x00135,hefei_station_7937d21be8f3,骆岗(地铁站),117.2859213,31.7853768,2016-12-26,2016-12,,
1235,hefei,g00207x00135,hefei_station_16456f5f0114,南站南广场(地铁站),117.2860452,31.7945421,2016-12-26,2016-12,,
1236,hefei,g00209x00135,hefei_station_298b7e45d656,合肥南站(地铁站),117.2845225,31.8019794,2016-12-26,2016-12,,
1237,hefei,g00210x00135,hefei_station_e6f2c194d6bb,望湖城(地铁站),117.2865071,31.8073345,2016-12-26,2016-12,,
1238,hefei,g00219x00137,hefei_station_90e3fae62f80,合工大南区(地铁站),117.2951545,31.8491639,2016-12-26,2016-12,,
1239,hefei,g00221x00137,hefei_station_9353a87d38e7,包公园(地铁站),117.2958022,31.8582426,2016-12-26,2016-12,,
1240,hefei,g00223x00137,hefei_station_ec5f7d0a19e0,大东门(地铁站),117.2952009,31.8658801,2016-12-26,2016-12,,
1241,hefei,g00224x00137,hefei_station_47a501103f68,明光路(地铁站),117.2990215,31.871943,2016-12-26,2016-12,,
1242,hefei,g00225x00138,hefei_station_90371c9a9d5c,长淮(地铁站),117.3035542,31.8775823,2016-12-26,2016-12,,
1243,hefei,g00227x00139,hefei_station_4c078c6fb7fc,合肥火车站(地铁站),117.3099926,31.8853252,2016-12-26,2016-12,,
1244,kunming,g00124x00162,kunming_station_6b4e583abe19,昆明南火车站(地铁站),102.8587876,24.8733267,2016-12-26,2016-12,,
1245,chongqing,g00370x00279,chongqing_station_8b1b7765f3da,双凤桥(地铁站),106.6289204,29.7317518,2016-12-28,2016-12,,
1246,chongqing,g00371x00279,chongqing_station_95868e431865,空港广场站,106.6298669,29.7391543,2016-12-28,2016-12,,
1247,chongqing,g00375x00281,chongqing_station_eea1d77cbbe6,高堡湖(地铁站),106.6392106,29.7547062,2016-12-28,2016-12,,
1248,chongqing,g00380x00282,chongqing_station_7e08a63846c6,观月路站,106.6489984,29.7777467,2016-12-28,2016-12,,
1249,chongqing,g00382x00283,chongqing_station_2ac9c6fb6f97,莲花站,106.6520865,29.7883049,2016-12-28,2016-12,,
1250,chongqing,g00383x00285,chongqing_station_91ce5a404317,举人坝(地铁站),106.6636023,29.7941377,2016-12-28,2016-12,,
1251,foshan,g00091x00173,foshan_station_39a5be0e319b,新城东(地铁站),113.1352001,22.961415,2016-12-28,2016-12,,
1252,foshan,g00093x00167,foshan_station_ef838bfbc775,世纪莲(地铁站),113.1094336,22.967719,2016-12-28,2016-12,,
1253,foshan,g00093x00170,foshan_station_cff8cef5f3e5,东平(地铁站),113.1237182,22.9678516,2016-12-28,2016-12,,
1254,foshan,g00097x00166,foshan_station_7dd4e23feebb,澜石(地铁站),113.1016195,22.9865447,2016-12-28,2016-12,,
1255,guangzhou,g00116x00092,guangzhou_station_50220d12079c,钟村(地铁站),113.3111551,22.9893939,2016-12-28,2016-12,,
1256,guangzhou,g00117x00087,guangzhou_station_a8e076bb9a97,谢村(地铁站),113.2904736,22.9932807,2016-12-28,2016-12,,
1257,guangzhou,g00122x00102,guangzhou_station_6c5835ba6c24,员岗(地铁站),113.3601497,23.0185306,2016-12-28,2016-12,,
1258,guangzhou,g00123x00106,guangzhou_station_7453ec05e364,板桥(地铁站),113.382625,23.0193907,2016-12-28,2016-12,,
1259,guangzhou,g00157x00121,guangzhou_station_1fe6da1f3486,暹岗(地铁站),113.454737,23.1748463,2016-12-28,2016-12,,
1260,guangzhou,g00157x00122,guangzhou_station_8d572456cfd2,苏元(地铁站),113.4632638,23.1735321,2016-12-28,2016-12,,
1261,guangzhou,g00157x00129,guangzhou_station_3107fa656fc9,香雪(地铁站),113.495918,23.1750475,2016-12-28,2016-12,,
1262,guangzhou,g00159x00119,guangzhou_station_d0a522dde8b8,金峰(地铁站),113.4456066,23.1838425,2016-12-28,2016-12,,
1263,guangzhou,g00161x00110,guangzhou_station_cc78ca81d2da,高塘石(地铁站),113.4048814,23.1935288,2016-12-28,2016-12,,
1264,guangzhou,g00161x00115,guangzhou_station_25e1bc21ed06,黄陂(地铁站),113.4282373,23.1908725,2016-12-28,2016-12,,
1265,nanning,g00150x00229,nanning_station_c2d23f6b83e6,新民路(地铁站),108.3233219,22.8157971,2016-12-28,2016-12,,
1266,nanning,g00150x00231,nanning_station_04986c42518f,民族广场(地铁站),108.3323303,22.8157859,2016-12-28,2016-12,,
1267,nanning,g00150x00233,nanning_station_3cbec63ebc61,麻村(地铁站),108.3434325,22.8157316,2016-12-28,2016-12,,
1268,nanning,g00153x00198,nanning_station_abc2d81d6333,石埠(地铁站),108.1735761,22.8292887,2016-12-28,2016-12,,
1269,nanning,g00154x00207,nanning_station_039c7b831693,西乡塘客运站(地铁站),108.2152165,22.8357481,2016-12-28,2016-12,,
1270,nanning,g00154x00220,nanning_station_74f115a1feb3,鲁班路(地铁站),108.2790816,22.8368947,2016-12-28,2016-12,,
1271,nanning,g00154x00225,nanning_station_258d76c5cd08,白苍岭(地铁站),108.3031887,22.8338559,2016-12-28,2016-12,,
1272,nanning,g00155x00201,nanning_station_f7ba5b206cf5,南职院(地铁站),108.1882562,22.835915,2016-12-28,2016-12,,
1273,nanning,g00155x00203,nanning_station_6d3c540a2342,鹏飞路(地铁站),108.1983154,22.8358575,2016-12-28,2016-12,,
1274,nanning,g00155x00209,nanning_station_eb9b0a18d29b,民族大学(地铁站),108.2290942,22.8400634,2016-12-28,2016-12,,
1275,nanning,g00155x00217,nanning_station_343453a82b3b,动物园(地铁站),108.2638531,22.8406385,2016-12-28,2016-12,,
1276,nanning,g00156x00214,nanning_station_9629c3ac0077,清川(地铁站),108.2492046,22.8430104,2016-12-28,2016-12,,
1277,wuhan,g00133x00115,wuhan_station_c467704e6a58,车城东路(地铁站),114.1744397,30.4979691,2016-12-28,2016-12,,
1278,wuhan,g00133x00120,wuhan_station_8bed61b2f40e,江城大道站,114.1966675,30.4990387,2016-12-28,2016-12,,
1279,wuhan,g00134x00113,wuhan_station_5ffb810beeb2,东风公司站,114.1611229,30.5024914,2016-12-28,2016-12,,
1280,wuhan,g00136x00127,wuhan_station_6e840526e439,国博中心北站,114.23567,30.51282,2016-12-28,2016-12,,
1281,wuhan,g00138x00130,wuhan_station_56b0999e9145,前进村(地铁站),114.247956,30.5226323,2016-12-28,2016-12,,
1282,wuhan,g00140x00131,wuhan_station_4b5b8b42ab5e,建港(地铁站),114.2542767,30.5290936,2016-12-28,2016-12,,
1283,wuhan,g00142x00132,wuhan_station_87ec17e3481c,马鹦路(地铁站),114.2613902,30.5403592,2016-12-28,2016-12,,
1284,wuhan,g00145x00132,wuhan_station_7178d81bf154,钟家村(地铁站),114.2607482,30.5517568,2016-12-28,2016-12,,
1285,wuhan,g00146x00132,wuhan_station_84d3acdefa62,琴台(地铁站),114.2608715,30.5600298,2016-12-28,2016-12,,
1286,wuhan,g00149x00133,wuhan_station_626084a79900,武胜路(地铁站),114.2635462,30.5719238,2016-12-28,2016-12,,
1287,wuhan,g00149x00134,wuhan_station_1cc07e868403,汉正街(地铁站),114.2692633,30.5736774,2016-12-28,2016-12,,
1288,wuhan,g00150x00136,wuhan_station_e40a2c4157f9,六渡桥(地铁站),114.2788502,30.5774388,2016-12-28,2016-12,,
1289,wuhan,g00151x00138,wuhan_station_84b9dca7b980,江汉路站,114.28711,30.58208,2016-12-28,2016-12,,
1290,wuhan,g00154x00138,wuhan_station_deb3fafa1109,大智路站,114.28962,30.59499,2016-12-28,2016-12,,
1291,wuhan,g00156x00137,wuhan_station_831e5f447c58,苗栗路站,114.2844133,30.6014931,2016-12-28,2016-12,,
1292,wuhan,g00158x00135,wuhan_station_25dcf4f771dd,三眼桥(地铁站),114.2703254,30.6127674,2016-12-28,2016-12,,
1293,wuhan,g00160x00134,wuhan_station_086ada34acb0,唐家墩站,114.2659061,30.6201268,2016-12-28,2016-12,,
1294,wuhan,g00162x00133,wuhan_station_8b015c97b16d,石桥站,114.260893,30.6317202,2016-12-28,2016-12,,
1295,wuhan,g00164x00116,wuhan_station_32ef9dcbdaec,金银湖公园(地铁站),114.1753359,30.6392678,2016-12-28,2016-12,,
1296,wuhan,g00164x00132,wuhan_station_7f7ae8607641,杨汊湖(地铁站),114.2556636,30.6382571,2016-12-28,2016-12,,
1297,wuhan,g00165x00121,wuhan_station_4e5df0d421e6,金银湖(地铁站),114.1994541,30.6417167,2016-12-28,2016-12,,
1298,wuhan,g00165x00127,wuhan_station_cc721bf6de86,轻工大学(地铁站),114.2289303,30.6420355,2016-12-28,2016-12,,
1299,wuhan,g00165x00128,wuhan_station_9ee78cc554ce,常青花园(地铁站),114.2370066,30.6430065,2016-12-28,2016-12,,
1300,wuhan,g00169x00131,wuhan_station_0baa20b98f21,常青城(地铁站),114.2496389,30.66121,2016-12-28,2016-12,,
1301,wuhan,g00178x00132,wuhan_station_90de89beb46c,盘龙城(地铁站),114.2541207,30.7026494,2016-12-28,2016-12,,
1302,wuhan,g00183x00128,wuhan_station_e99bc5079ae1,宋家岗(地铁站),114.2318578,30.7255393,2016-12-28,2016-12,,
1303,wuhan,g00185x00126,wuhan_station_8bac789f315c,航空总部(地铁站),114.2218047,30.7348721,2016-12-28,2016-12,,
1304,wuhan,g00194x00124,wuhan_station_5a92c4dd9efb,天河机场(地铁站),114.2111387,30.7729848,2016-12-28,2016-12,,
1305,kunming,g00125x00160,kunming_station_61e0828b6c80,白龙潭(地铁站),102.8505292,24.8778671,2016-12-30,2016-12,,
1306,kunming,g00127x00159,kunming_station_24205237dae0,宜和路(地铁站),102.8434187,24.8876896,2016-12-30,2016-12,,
1307,beijing,g00141x00204,beijing_station_547f2ae51d8c,望京东(地铁站),116.4809643,40.0019122,2016-12-31,2016-12,,
1308,beijing,g00148x00167,beijing_station_6dc1380de215,马连洼站,116.2658838,40.0315401,2016-12-31,2016-12,,
1309,beijing,g00152x00165,beijing_station_84c1f67f18fa,西北旺(地铁站),116.2518766,40.0474799,2016-12-31,2016-12,,
1310,beijing,g00156x00143,beijing_station_513e4fa8f74b,北安河(地铁站),116.1243145,40.0666395,2016-12-31,2016-12,,
1311,beijing,g00156x00149,beijing_station_e5e4a4264490,温阳路(地铁站),116.1551338,40.0671812,2016-12-31,2016-12,,
1312,beijing,g00156x00153,beijing_station_3b5926b45ca3,稻香湖路(地铁站),116.1819928,40.0676506,2016-12-31,2016-12,,
1313,beijing,g00156x00158,beijing_station_b6a947f61343,屯佃(地铁站),116.2097626,40.0672106,2016-12-31,2016-12,,
1314,beijing,g00156x00163,beijing_station_0ad9ba5e2c3c,永丰南(地铁站),116.2421043,40.0643522,2016-12-31,2016-12,,
1315,beijing,g00157x00162,beijing_station_29ad5e371e55,永丰(地铁站),116.2324245,40.0706426,2016-12-31,2016-12,,
1316,tianjin,g00123x00196,tianjin_station_13df7ab29c63,太湖路(地铁站),117.7171121,39.0189736,2016-12-31,2016-12,,
1317,tianjin,g00138x00124,tianjin_station_d7fc52a69ed9,张贵庄站,117.3013383,39.0911013,2016-12-31,2016-12,,
1318,tianjin,g00150x00097,tianjin_station_b8aa2f2c280c,人民医院(地铁站),117.1433072,39.1453747,2016-12-31,2016-12,,
1319,tianjin,g00152x00098,tianjin_station_9890abd3794d,复兴路(地铁站),117.1520299,39.1546434,2016-12-31,2016-12,,
1320,tianjin,g00153x00101,tianjin_station_1bbd6379770e,北竹林(地铁站),117.166415,39.1591593,2016-12-31,2016-12,,
1321,tianjin,g00155x00102,tianjin_station_f6411498010a,天泰路(地铁站),117.1774065,39.1672909,2016-12-31,2016-12,,
1322,tianjin,g00155x00106,tianjin_station_1848eb4773e5,新开河(地铁站),117.1966395,39.167748,2016-12-31,2016-12,,
1323,tianjin,g00155x00107,tianjin_station_0327c0ffd124,北站(地铁站),117.2015275,39.1656094,2016-12-31,2016-12,,
1324,tianjin,g00155x00109,tianjin_station_5ac07181ca4d,北宁公园(地铁站),117.2168765,39.1652467,2016-12-31,2016-12,,
1325,tianjin,g00155x00111,tianjin_station_943c64ceb161,民权门(地铁站),117.2272697,39.1676493,2016-12-31,2016-12,,
1326,tianjin,g00160x00115,tianjin_station_7f6b25f90f31,徐庄子(地铁站),117.2478703,39.1898946,2016-12-31,2016-12,,
1327,tianjin,g00162x00117,tianjin_station_4d7850c69caf,金钟街(地铁站),117.2590408,39.1986562,2016-12-31,2016-12,,
1328,tianjin,g00163x00119,tianjin_station_201c909e0b61,大毕庄(地铁站),117.2722429,39.2019773,2016-12-31,2016-12,,
1329,tianjin,g00164x00121,tianjin_station_fd12839180d8,南何庄(地铁站),117.2846758,39.205283,2016-12-31,2016-12,,
1330,tianjin,g00164x00126,tianjin_station_847ab12e71df,南孙庄(地铁站),117.3119424,39.2054128,2016-12-31,2016-12,,
1331,fuzhou,g00233x00205,fuzhou_station_503bff8cde3d,上藤(地铁站),119.3157387,26.0467473,2017-01-06,2017-01,,
1332,fuzhou,g00236x00203,fuzhou_station_9095933b1291,达道(地铁站),119.3050338,26.06005,2017-01-06,2017-01,,
1333,fuzhou,g00239x00202,fuzhou_station_60a7654ab0e7,茶亭(地铁站),119.2995636,26.0722527,2017-01-06,2017-01,,
1334,fuzhou,g00240x00202,fuzhou_station_d172106915a5,南门兜(地铁站),119.2989332,26.0793425,2017-01-06,2017-01,,
1335,fuzhou,g00242x00201,fuzhou_station_f1f8f1c500dc,东街口(地铁站),119.294454,26.0890653,2017-01-06,2017-01,,
